"id","visit_date","survey_type","species","capture_life_stage","length","weight","bd_load","sample_id"
72336,2016-08-15,cmr,ramu,adult,57,25,6855.368,RKS23251
70550,2018-06-28,cmr,ramu,adult,41,8,22923.864,RKS26030
70481,2021-08-05,cmr,ramu,adult,49,19,21156.848,RKS32849
70550,2016-08-12,cmr,ramu,adult,44,8,204888.104,RKS22852
72808,2020-07-02,cmr,ramu,adult,61,25,1785.68,RKS29580
11858,2017-08-02,cmr,ramu,adult,49,11,4786.976,RKS23951
10101,2016-08-04,cmr,ramu,adult,53,15,15095.992,RKS22399
50839,2018-07-07,swab,ramu,adult,60,31,47.456,RKS25331
72973,2020-08-21,cmr,ramu,adult,62,24,323086.04,RKS29994
21520,2018-09-05,cmr,ramu,adult,52,17,2571.232,RKS28162
11858,2017-08-23,cmr,ramu,adult,52,14,794.736,RKS24663
11858,2017-08-23,cmr,ramu,adult,53,13,13427.432,RKS24683
74976,2020-08-20,cmr,ramu,adult,65,28,2375.112,RKS29977
10101,2015-08-31,cmr,ramu,adult,52,13,139908.4,RKS20033
70550,2019-08-01,cmr,ramu,adult,47,12,25282.28,RKS28541
11858,2017-08-03,cmr,ramu,adult,50,13,7821.624,RKS24045
50783,2020-08-05,cmr,ramu,adult,52,20,18345.888,RKS30422
50783,2021-06-11,cmr,ramu,adult,60,20,411417.272,RKS31555
10101,2016-09-09,cmr,ramu,adult,55,17,3564.744,RKS22659
72336,2018-09-03,cmr,ramu,adult,43,11,9322.192,RKS27532
70550,2017-08-10,cmr,ramu,adult,53,14,25326.456,RKS24477
10102,2017-08-25,cmr,ramu,adult,57,18,9802.736,RKS24852
50783,2020-06-19,cmr,ramu,adult,55,19,909.192,RKS29489
50783,2021-06-11,cmr,ramu,adult,57,21,370.144,RKS31553
10206,2021-09-05,cmr,ramu,adult,56,17,5532694.744,RKS33589
70550,2018-08-16,cmr,ramu,adult,59,23,2691.2,RKS27387
70403,2018-08-27,swab,ramu,adult,57,17,71051.912,RKS27644
50783,2018-06-07,cmr,ramu,adult,51,16,1178.872,RKS25825
22008,2019-08-19,cmr,ramu,adult,55,16,200006.152,RKS28861
70279,2019-08-12,cmr,ramu,adult,42,7,25656.376,RKS29069
74976,2021-08-20,cmr,ramu,adult,61,28,220147.368,RKS32932
11858,2017-08-02,cmr,ramu,adult,46,14,67.368,RKS23960
72808,2020-07-01,cmr,ramu,adult,56,20,425.768,RKS29572
70550,2019-08-02,cmr,ramu,adult,56,17,482.28,RKS28609
74976,2021-06-25,cmr,ramu,adult,56,18,66252.448,RKS30131
70550,2018-08-18,cmr,ramu,adult,60,23,7080.416,RKS27596
70370,2016-09-06,cmr,ramu,adult,51,15,1465134.448,RKS22139
50783,2019-07-12,cmr,ramu,adult,59,21,9798.76,RKS28205
70550,2020-08-28,cmr,ramu,adult,48,11,220793.048,RKS31051
72808,2020-07-01,cmr,ramu,adult,60,26,96.216,RKS29445
12590,2016-09-09,cmr,ramu,adult,51,15,99471.168,RKS22542
72808,2016-08-14,cmr,ramu,adult,53,22,75988.944,RKS23094
72808,2018-09-04,cmr,ramu,adult,56,25,16012.504,RKS27562
72808,2019-08-06,cmr,ramu,adult,59,18,112749.336,RKS28397
70550,2017-08-10,cmr,ramu,adult,59,22,2874.728,RKS24259
50783,2021-06-12,cmr,ramu,adult,56,19,1664.44,RKS31761
20196,2021-07-25,cmr,ramu,adult,56,24,1392591.464,RKS32634
70505,2018-06-15,cmr,ramu,adult,48,11,1024.624,RKS25981
50783,2019-07-11,cmr,ramu,adult,59,26,345.624,RKS27857
70550,2016-08-12,cmr,ramu,adult,59,20,24943.488,RKS22879
50783,2019-08-13,cmr,ramu,adult,40,8,8507.64,RKS28770
50783,2018-07-12,cmr,ramu,adult,51,21,22301.584,RKS27019
10206,2021-09-06,cmr,ramu,adult,56,21,8305685.464,RKS33723
70550,2017-08-10,cmr,ramu,adult,44,11,10055.4,RKS24470
70156,2016-08-21,swab,ramu,adult,54,19,242586.584,RKS22108
70449,2019-07-17,cmr,ramu,adult,43,8,1774.736,RKS28300
70449,2021-06-19,cmr,ramu,adult,69,32,19347.68,RKS32026
50783,2020-08-06,cmr,ramu,adult,48,15,19424.552,RKS31376
70567,2018-07-19,swab,ramu,adult,51,14,1371.088,RKS26447
82682,2017-09-11,cmr,ramu,adult,68,35,49947.736,RKS25467
10100,2016-08-05,cmr,ramu,adult,52,17,20276.776,RKS22558
70449,2017-08-26,cmr,ramu,adult,48,10,892.528,RKS25073
11858,2017-08-24,cmr,ramu,adult,54,16,5658.016,RKS24834
70550,2017-08-11,cmr,ramu,adult,50,13,119.456,RKS24515
22008,2016-08-14,cmr,ramu,adult,60,28,107467.4,RKS22293
70550,2017-08-10,cmr,ramu,adult,51,15,2142.904,RKS24258
54200,2018-08-23,swab,ramu,adult,45,11,4347.832,RKS28067
70550,2017-08-10,cmr,ramu,adult,50,14,27466.712,RKS24413
70370,2016-09-06,cmr,ramu,adult,47,12,9306.928,RKS22150
70279,2021-08-24,cmr,ramu,adult,55,18,7695.08,RKS33323
10032,2019-09-11,swab,ramu,adult,66,34,402.456,RKS29383
10100,2015-08-30,swab,ramu,adult,49,20,15475984,RKS19948
11858,2017-08-02,cmr,ramu,adult,50,13,3270.408,RKS23964
72808,2016-08-15,cmr,ramu,adult,55,17,21627.784,RKS23214
74281,2020-08-17,cmr,ramu,adult,60,28,46686.912,RKS31104
11858,2018-08-09,cmr,ramu,adult,50,13,29.672,RKS26971
50783,2021-06-12,cmr,ramu,adult,41,8,1439.32,RKS31805
70449,2017-07-24,cmr,ramu,adult,49,14,1705.984,RKS23717
70449,2018-08-02,cmr,ramu,adult,57,19,20146.312,RKS26762
11858,2017-08-23,cmr,ramu,adult,47,11,278.736,RKS24641
70550,2019-08-02,cmr,ramu,adult,55,17,21915.592,RKS28577
22008,2016-09-09,cmr,ramu,adult,57,22,43961.928,RKS23572
70550,2020-08-28,cmr,ramu,adult,50,13,781.56,RKS31052
11858,2017-08-23,cmr,ramu,adult,47,12,2792.6,RKS24596
70449,2018-08-02,cmr,ramu,adult,59,21,73443.48,RKS26757
70550,2021-08-17,cmr,ramu,adult,46,14,2969.824,RKS32523
70571,2021-08-05,cmr,ramu,adult,62,18,779517.256,RKS32799
72996,2017-07-21,swab,ramu,adult,51,12,1487.064,RKS23741
70550,2016-08-10,cmr,ramu,adult,43,9,49335.32,RKS22214
11858,2018-06-21,cmr,ramu,adult,43,8,262.704,RKS25966
11858,2017-08-23,cmr,ramu,adult,48,11,61714.968,RKS24613
72808,2018-07-04,cmr,ramu,adult,58,18,302.296,RKS26363
50783,2018-06-05,cmr,ramu,adult,50,15,2522.448,RKS24691
50783,2019-08-13,cmr,ramu,adult,52,16,377195.184,RKS28772
70550,2020-07-02,cmr,ramu,adult,59,22,38524.432,RKS29675
70550,2017-08-10,cmr,ramu,adult,49,11,1669.072,RKS24465
70449,2018-06-15,cmr,ramu,adult,58,22,1322.032,RKS25945
50783,2019-08-11,cmr,ramu,adult,55,20,50415.424,RKS28668
70629,2018-08-27,swab,ramu,adult,62,27,12524.784,RKS27636
22008,2016-08-16,cmr,ramu,adult,47,10,6013.664,RKS22004
10102,2016-09-10,cmr,ramu,adult,51,15,80114.424,RKS23401
70550,2018-08-16,cmr,ramu,adult,62,30,787.288,RKS27421
82682,2020-07-13,cmr,ramu,adult,43,7,7774.824,RKS31251
50783,2018-09-05,cmr,ramu,adult,54,24,1606968.552,RKS27161
70449,2017-07-22,cmr,ramu,adult,59,19,849.56,RKS23706
12618,2018-06-21,cmr,ramu,adult,49,13,4943.992,RKS25998
72996,2016-07-25,cmr,ramu,adult,46,10,9644.232,RKS22023
10223,2021-09-06,cmr,ramu,adult,74,53,792.328,RKS33605
70550,2016-08-11,cmr,ramu,adult,41,7,949294.736,RKS22261
70550,2020-07-01,cmr,ramu,adult,51,14,4706.328,RKS29842
70641,2016-09-07,cmr,ramu,adult,63,31,469164.88,RKS23300
12618,2016-09-11,cmr,ramu,adult,52,14,397.896,RKS23477
70550,2017-08-10,cmr,ramu,adult,60,22,113564.16,RKS24230
70556,2019-08-25,cmr,ramu,adult,64,33,111.68,RKS28920
70550,2020-07-02,cmr,ramu,adult,48,10,1796.72,RKS29566
70550,2016-08-11,cmr,ramu,adult,55,25,1491.056,RKS22799
50783,2021-06-11,cmr,ramu,adult,57,21,820.896,RKS31702
70550,2017-08-11,cmr,ramu,adult,51,13,1725.608,RKS24512
70550,2020-07-01,cmr,ramu,adult,61,21,37685.016,RKS29555
70449,2018-08-02,cmr,ramu,adult,58,25,3406.2,RKS26796
70628,2021-07-04,cmr,ramu,adult,48,13,27400.848,RKS30158
50783,2019-08-12,cmr,ramu,adult,53,20,3132.8,RKS28619
50783,2018-06-05,cmr,ramu,adult,60,24,29.112,RKS24979
70550,2021-08-17,cmr,ramu,adult,56,19,876.92,RKS32914
50783,2020-08-05,cmr,ramu,adult,46,11,4482.12,RKS31368
70550,2017-08-10,cmr,ramu,adult,51,15,1261.152,RKS24403
70327,2020-08-17,cmr,ramu,adult,63,31,28458.272,RKS31430
10100,2016-08-04,cmr,ramu,adult,62,26,687531.888,RKS22349
22008,2016-08-14,cmr,ramu,adult,42,8,196558.328,RKS22288
70550,2018-08-17,cmr,ramu,adult,58,23,1192.96,RKS27508
50839,2018-07-17,cmr,ramu,adult,56,22,1960953.968,RKS26880
84313,2017-09-11,cmr,ramu,adult,62,31,7828.232,RKS25220
10225,2021-09-05,cmr,ramu,adult,62,25,8178.4,RKS33716
50783,2018-07-10,cmr,ramu,adult,51,17,387.328,RKS25485
70449,2018-08-02,cmr,ramu,adult,65,35,143310.504,RKS26759
70413,2018-07-25,cmr,ramu,adult,55,18,1986.256,RKS26764
10199,2016-08-07,swab,ramu,adult,47,11,1277.72,RKS22721
72808,2018-07-04,cmr,ramu,adult,55,17,119.8,RKS26436
70571,2021-08-04,cmr,ramu,adult,56,21,362522.92,RKS32674
50839,2018-07-16,cmr,ramu,adult,57,23,3263456.288,RKS26836
72808,2018-09-05,cmr,ramu,adult,45,9,6170.016,RKS27815
70550,2016-08-11,cmr,ramu,adult,50,13,315141.872,RKS22730
72808,2016-08-15,cmr,ramu,adult,49,14,1730.344,RKS23270
70550,2016-08-11,cmr,ramu,adult,50,13,1376.352,RKS22795
11858,2017-08-01,cmr,ramu,adult,52,14,381.472,RKS23859
70571,2021-09-13,cmr,ramu,adult,45,9,1144.144,RKS33429
10055,2018-08-12,swab,ramu,adult,58,24,20973.272,RKS27252
50783,2018-06-05,cmr,ramu,adult,49,15,6823.384,RKS24969
11858,2017-08-02,cmr,ramu,adult,50,13,4117.728,RKS23943
70550,2018-06-30,cmr,ramu,adult,50,12,9824.144,RKS26312
72336,2016-08-14,cmr,ramu,adult,68,39,161971.24,RKS23039
54188,2021-08-29,cmr,ramu,adult,58,17,309.352,RKS33478
70641,2017-07-31,cmr,ramu,adult,66,32,94030.48,RKS24276
70550,2018-08-16,cmr,ramu,adult,65,31,82732.808,RKS27448
10101,2016-09-09,cmr,ramu,adult,71,42,14195.848,RKS22166
12590,2017-08-01,cmr,ramu,adult,50,12,5257.072,RKS23821
50783,2020-06-20,cmr,ramu,adult,58,23,1188.616,RKS29533
70449,2017-07-22,cmr,ramu,adult,47,11,15135.376,RKS23709
70449,2017-08-26,cmr,ramu,adult,71,36,643.192,RKS25066
50783,2018-09-05,cmr,ramu,adult,51,16,492.192,RKS27132
70628,2021-08-10,cmr,ramu,adult,57,26,1597719.752,RKS32864
50783,2018-06-07,cmr,ramu,adult,48,15,116577.688,RKS25174
11858,2017-08-02,cmr,ramu,adult,50,12,3298.984,RKS23941
72808,2020-07-03,cmr,ramu,adult,58,22,604.592,RKS29591
72336,2016-08-15,cmr,ramu,adult,65,36,13259.224,RKS23282
10572,2019-08-25,swab,ramu,adult,62,29,459.016,RKS28948
70449,2018-08-03,cmr,ramu,adult,68,44,17860.0,RKS27225
11858,2017-08-23,cmr,ramu,adult,55,17,68168.936,RKS24718
70550,2017-08-10,cmr,ramu,adult,52,13,12710.152,RKS24482
70550,2020-08-27,cmr,ramu,adult,62,30,122.592,RKS31628
11858,2017-08-23,cmr,ramu,adult,58,15,180.408,RKS24642
74976,2019-08-01,cmr,ramu,adult,67,33,669.528,RKS28349
70449,2018-08-02,cmr,ramu,adult,73,47,20878.336,RKS27175
70550,2018-08-16,cmr,ramu,adult,49,12,5372.68,RKS27407
50839,2018-07-16,cmr,ramu,adult,56,19,4296.664,RKS26841
70505,2017-08-29,cmr,ramu,adult,50,13,2864.968,RKS24868
10101,2015-08-26,cmr,ramu,adult,43,9,2351057.6,RKS19765
54188,2021-08-30,cmr,ramu,adult,65,28,3800.68,RKS32517
74976,2021-08-18,cmr,ramu,adult,62,26,26746.632,RKS30212
70413,2021-08-24,cmr,ramu,adult,45,9,8817.296,RKS33393
50783,2019-08-11,cmr,ramu,adult,50,16,226875.616,RKS28350
11858,2017-08-24,cmr,ramu,adult,51,13,53227.12,RKS24787
50783,2019-08-11,cmr,ramu,adult,51,14,247338.84,RKS28705
11858,2017-08-23,cmr,ramu,adult,50,13,115.048,RKS24590
10206,2021-09-06,cmr,ramu,adult,54,15,122470.336,RKS33728
10223,2021-09-05,cmr,ramu,adult,64,26,9710.408,RKS33907
70550,2019-07-31,cmr,ramu,adult,50,12,275.184,RKS28563
84235,2017-08-15,cmr,ramu,adult,42,7,19887.464,RKS24576
72808,2020-07-01,cmr,ramu,adult,54,17,183.032,RKS29454
11858,2017-08-02,cmr,ramu,adult,50,13,1675.568,RKS23954
70550,2018-08-17,cmr,ramu,adult,54,18,945.064,RKS27618
50783,2018-06-07,cmr,ramu,adult,49,13,1088.184,RKS25182
70550,2020-07-01,cmr,ramu,adult,66,29,13948.456,RKS29664
72996,2019-07-15,swab,ramu,adult,46,9,1269.672,RKS28367
72808,2020-07-01,cmr,ramu,adult,60,24,196467.312,RKS29461
70550,2018-08-17,cmr,ramu,adult,56,19,1794.92,RKS27467
70550,2017-08-12,cmr,ramu,adult,63,24,615.416,RKS24556
10101,2015-08-26,cmr,ramu,adult,49,13,72801744,RKS20129
70449,2017-08-27,cmr,ramu,adult,46,11,25873.056,RKS25080
70449,2018-08-02,cmr,ramu,adult,54,19,126.36,RKS27178
70550,2021-08-17,cmr,ramu,adult,47,13,70979.024,RKS32534
70550,2020-07-01,cmr,ramu,adult,64,27,188187.336,RKS29832
52264,2018-09-11,swab,ramu,adult,68,48,1211.104,RKS27135
73037,2018-07-17,swab,ramu,adult,54,18,1578.552,RKS26706
50783,2020-08-07,cmr,ramu,adult,61,31,3399828.824,RKS31398
10037,2019-09-10,swab,ramu,adult,44,7,14932.144,RKS29341
70550,2021-06-24,swab,ramu,adult,61,21,7854.312,RKS32458
82682,2020-09-01,cmr,ramu,adult,48,13,210.792,RKS29641
70641,2017-09-04,cmr,ramu,adult,55,21,27396.952,RKS25255
50783,2021-06-12,cmr,ramu,adult,46,13,2954.736,RKS31803
52127,2018-07-30,swab,ramu,adult,46,10,160.416,RKS26740
10422,2018-08-02,cmr,ramu,adult,56,20,724.488,RKS27232
10037,2019-09-10,swab,ramu,adult,47,11,7225.768,RKS29285
10101,2016-09-09,cmr,ramu,adult,62,22,53261.288,RKS22752
12618,2016-09-09,cmr,ramu,adult,50,13,1858.68,RKS23439
50785,2020-08-10,cmr,ramu,adult,51,15,99942.856,RKS31411
70550,2020-07-02,cmr,ramu,adult,45,9,684.488,RKS29732
50785,2020-08-09,cmr,ramu,adult,58,22,1118683.256,RKS31402
70550,2020-08-27,cmr,ramu,adult,64,31,406.08,RKS31612
11858,2017-08-23,cmr,ramu,adult,51,14,59.248,RKS24655
72808,2016-08-14,cmr,ramu,adult,47,15,9966.664,RKS23090
50783,2018-07-11,cmr,ramu,adult,51,17,136.312,RKS25346
12621,2017-08-25,cmr,ramu,adult,54,16,314.656,RKS24884
50783,2018-06-06,cmr,ramu,adult,56,24,5511.096,RKS25834
72336,2016-08-14,cmr,ramu,adult,65,37,89020.104,RKS23029
72808,2020-07-01,cmr,ramu,adult,58,22,43726.952,RKS29459
10206,2021-09-05,cmr,ramu,adult,45,9,523849.912,RKS33586
70550,2017-08-11,cmr,ramu,adult,48,12,5914.192,RKS24495
10100,2016-09-10,cmr,ramu,adult,59,25,32913.08,RKS23548
10100,2017-08-02,cmr,ramu,adult,65,37,2414.432,RKS23923
72808,2018-09-03,cmr,ramu,adult,46,11,524649.272,RKS26530
70370,2016-09-06,cmr,ramu,adult,50,12,1252770.816,RKS22148
70628,2021-08-10,cmr,ramu,adult,54,17,145221.56,RKS32863
50783,2018-06-06,cmr,ramu,adult,44,11,1516.272,RKS25864
70449,2018-08-03,cmr,ramu,adult,65,31,4301.72,RKS27201
50783,2019-07-12,cmr,ramu,adult,50,17,300.08,RKS27960
70550,2021-06-23,cmr,ramu,adult,55,17,6913.952,RKS31873
72808,2019-08-08,cmr,ramu,adult,58,22,8347.52,RKS28730
70413,2018-07-26,cmr,ramu,adult,56,23,975.736,RKS26819
70550,2021-08-16,cmr,ramu,adult,49,11,53179.648,RKS32014
50783,2019-08-11,cmr,ramu,adult,54,22,268684.168,RKS28691
11858,2017-08-01,cmr,ramu,adult,49,13,21847.128,RKS23860
70550,2019-07-31,cmr,ramu,adult,54,16,997.744,RKS28464
70550,2020-07-01,cmr,ramu,adult,63,27,1928.928,RKS29817
11858,2017-08-02,cmr,ramu,adult,52,12,404.648,RKS24026
70550,2017-08-10,cmr,ramu,adult,49,15,3545.904,RKS24363
70550,2021-08-17,cmr,ramu,adult,49,11,2767.976,RKS33133
50783,2019-07-11,cmr,ramu,adult,47,14,449.52,RKS28230
50783,2020-06-20,cmr,ramu,adult,54,20,1253.024,RKS29233
72336,2018-09-04,cmr,ramu,adult,49,13,38406.984,RKS27572
70550,2017-08-10,cmr,ramu,adult,52,14,2308.472,RKS24461
70413,2021-07-15,cmr,ramu,adult,55,20,1505.56,RKS31905
70556,2020-07-07,cmr,ramu,adult,61,23,339698.728,RKS29903
72336,2016-08-13,cmr,ramu,adult,56,21,334585.816,RKS22944
70550,2018-06-28,cmr,ramu,adult,45,9,20440.288,RKS26149
11858,2017-08-02,cmr,ramu,adult,50,14,115.312,RKS24006
70611,2021-08-10,cmr,ramu,adult,46,10,567.8,RKS32447
70550,2021-08-16,cmr,ramu,adult,56,21,3270.112,RKS32733
70481,2020-08-11,cmr,ramu,adult,43,7,49315.016,RKS30942
70550,2020-07-02,cmr,ramu,adult,53,18,4174.664,RKS29756
74976,2018-08-17,cmr,ramu,adult,64,30,899.84,RKS26494
50783,2018-07-12,cmr,ramu,adult,41,9,1116.12,RKS26993
70370,2016-09-05,cmr,ramu,adult,62,33,649.464,RKS22124
84255,2018-07-09,cmr,ramu,adult,59,23,37429.888,RKS26595
70550,2021-06-23,cmr,ramu,adult,52,15,12127.104,RKS32373
70550,2017-08-10,cmr,ramu,adult,50,13,60784.032,RKS24385
72996,2019-07-15,swab,ramu,adult,45,9,11881.912,RKS28375
50783,2021-06-13,cmr,ramu,adult,61,22,732416.264,RKS31790
21520,2018-06-30,cmr,ramu,adult,50,13,261589.136,RKS26692
82682,2016-07-14,cmr,ramu,adult,53,15,124643.52,DESO2777
72808,2016-08-14,cmr,ramu,adult,46,10,396447.344,RKS23082
72336,2016-08-15,cmr,ramu,adult,51,16,10114.168,RKS23347
70628,2021-08-12,cmr,ramu,adult,56,20,51057.84,RKS32872
50783,2021-06-12,cmr,ramu,adult,53,17,22691.752,RKS31827
70556,2021-08-26,cmr,ramu,adult,75,51,34642.944,RKS32947
70331,2018-07-16,swab,ramu,adult,59,18,4247248.152,RKS26376
11858,2017-08-02,cmr,ramu,adult,51,14,6154.64,RKS23900
22008,2021-07-22,cmr,ramu,adult,59,23,29671.488,RKS32630
50783,2019-08-11,cmr,ramu,adult,54,20,830.048,RKS28381
70413,2021-08-26,cmr,ramu,adult,55,19,3522.896,RKS33419
72093,2016-08-22,cmr,ramu,adult,64,28,1771.848,RKS23376
70550,2020-07-01,cmr,ramu,adult,45,10,379.992,RKS29674
70550,2019-08-02,cmr,ramu,adult,51,13,3668.376,RKS28585
72808,2018-07-04,cmr,ramu,adult,55,17,42427.832,RKS26355
22008,2017-09-14,cmr,ramu,adult,57,18,207652.64,RKS25028
72336,2021-08-04,cmr,ramu,adult,60,24,15240.888,RKS33251
72336,2016-08-15,cmr,ramu,adult,55,17,28888.472,RKS23287
70370,2016-09-06,cmr,ramu,adult,49,13,44169.216,RKS22147
70550,2016-08-11,cmr,ramu,adult,45,10,386456.8,RKS22270
70449,2016-08-29,cmr,ramu,adult,43,8,2066276.064,RKS22461
70550,2018-06-29,cmr,ramu,adult,55,18,6822.816,RKS26170
11858,2017-08-23,cmr,ramu,adult,51,14,9537.008,RKS24656
70550,2019-07-31,cmr,ramu,adult,62,24,31320.304,RKS28590
50783,2019-08-13,cmr,ramu,adult,51,16,1142126.896,RKS28765
72808,2016-08-15,cmr,ramu,adult,52,19,84057.984,RKS23227
50783,2018-07-10,cmr,ramu,adult,51,19,3202.184,RKS27115
11858,2017-08-03,cmr,ramu,adult,50,9,169018.32,RKS24034
74976,2021-08-19,cmr,ramu,adult,61,23,96.832,RKS30221
70550,2020-07-01,cmr,ramu,adult,58,22,12431.136,RKS29818
70550,2020-08-27,cmr,ramu,adult,58,20,18286.584,RKS31031
10225,2021-09-07,cmr,ramu,adult,70,38,744.496,RKS33620
72808,2017-09-07,cmr,ramu,adult,53,18,32757.144,RKS25382
50783,2019-08-11,cmr,ramu,adult,63,32,3463.296,RKS28643
50783,2019-08-13,cmr,ramu,adult,41,8,2426.048,RKS28825
50783,2021-06-12,cmr,ramu,adult,53,16,232526.504,RKS31739
70550,2016-08-10,cmr,ramu,adult,63,30,40213.08,RKS22219
52248,2017-09-17,swab,ramu,adult,55,16,3981.24,RKS25296
11858,2017-08-01,cmr,ramu,adult,54,14,358.52,RKS23727
22008,2017-09-13,cmr,ramu,adult,50,12,14277.192,RKS25020
70550,2017-08-12,cmr,ramu,adult,64,29,1194.416,RKS24530
72808,2017-09-08,cmr,ramu,adult,52,12,2391.224,RKS25444
70413,2020-08-22,cmr,ramu,adult,61,23,7002.768,RKS31474
70550,2021-06-23,cmr,ramu,adult,51,15,79394.64,RKS31874
50783,2020-06-19,cmr,ramu,adult,47,11,634.232,RKS29499
50783,2018-06-06,cmr,ramu,adult,43,10,182.2,RKS25875
70550,2020-07-03,cmr,ramu,adult,46,10,1258.376,RKS30243
72996,2017-07-21,swab,ramu,adult,49,11,54541.24,RKS23743
70550,2017-08-11,cmr,ramu,adult,40,6,1968.824,RKS24454
22008,2016-09-08,cmr,ramu,adult,45,9,3325.848,RKS23586
50783,2019-08-11,cmr,ramu,adult,52,16,410147.104,RKS28715
70550,2018-06-30,cmr,ramu,adult,53,17,188.552,RKS26307
70550,2020-07-01,cmr,ramu,adult,45,9,3066.224,RKS29846
70327,2021-08-28,cmr,ramu,adult,55,18,10661.4,RKS33367
50783,2019-07-12,cmr,ramu,adult,55,20,473.032,RKS28211
72336,2016-08-15,cmr,ramu,adult,58,24,271587.28,RKS23350
50783,2019-08-12,cmr,ramu,adult,55,22,968563.088,RKS28391
70550,2019-08-02,cmr,ramu,adult,52,16,361.872,RKS28608
70556,2021-07-22,cmr,ramu,adult,58,21,1043.544,RKS30170
54188,2021-06-29,cmr,ramu,adult,50,12,109.24,RKS32505
11858,2017-08-02,cmr,ramu,adult,57,15,331.728,RKS23903
70611,2021-08-10,cmr,ramu,adult,47,11,254106.568,RKS33276
10101,2015-08-31,cmr,ramu,adult,45,9,3672.432,RKS20017
70550,2020-07-03,cmr,ramu,adult,58,18,342.576,RKS30268
70327,2020-08-19,cmr,ramu,adult,45,11,913406.24,RKS31458
72808,2016-08-14,cmr,ramu,adult,52,16,2174.0,RKS23045
72336,2017-09-07,cmr,ramu,adult,45,10,55657.624,RKS25409
70550,2020-08-28,cmr,ramu,adult,66,36,8221.856,RKS31178
70413,2016-08-24,cmr,ramu,adult,59,26,546797.432,RKS23381
50783,2018-07-10,cmr,ramu,adult,52,19,541.224,RKS25500
74281,2020-08-17,cmr,ramu,adult,46,13,492.648,RKS31106
84226,2018-07-10,cmr,ramu,adult,43,9,726.112,RKS26395
70550,2019-07-31,cmr,ramu,adult,70,32,31019.592,RKS28525
50783,2020-08-06,cmr,ramu,adult,49,21,1889.464,RKS31058
50783,2018-07-12,cmr,ramu,adult,49,17,90.848,RKS27025
70279,2021-08-24,cmr,ramu,adult,42,10,4907.768,RKS33325
72808,2017-09-08,cmr,ramu,adult,57,16,2678.744,RKS25450
22008,2021-07-22,cmr,ramu,adult,54,17,2801265.504,RKS32628
11858,2017-08-23,cmr,ramu,adult,49,13,2012.92,RKS24744
11858,2017-08-02,cmr,ramu,adult,49,11,588827.76,RKS23947
70571,2021-08-05,cmr,ramu,adult,67,37,13472032.928,RKS32804
72808,2016-08-14,cmr,ramu,adult,54,16,82842.304,RKS23109
10101,2017-08-23,cmr,ramu,adult,47,12,2190.28,RKS24773
10101,2017-08-24,cmr,ramu,adult,52,13,737137.984,RKS24882
10100,2016-08-05,cmr,ramu,adult,54,17,1693204.296,RKS22225
54188,2021-06-29,cmr,ramu,adult,56,16,1840.352,RKS32501
72808,2018-09-03,cmr,ramu,adult,44,10,101403.144,RKS27543
70611,2021-08-10,cmr,ramu,adult,46,10,14925.912,RKS33275
70449,2017-08-27,cmr,ramu,adult,47,11,102.688,RKS25078
50787,2020-08-10,cmr,ramu,adult,60,26,564012.896,RKS31415
72808,2017-09-08,cmr,ramu,adult,53,14,23506.376,RKS25430
20169,2018-09-07,swab,ramu,adult,48,13,54.448,RKS27908
70571,2021-08-04,cmr,ramu,adult,45,10,26113.256,RKS32703
52193,2018-07-03,swab,ramu,adult,52,17,956.376,RKS25841
70550,2020-08-27,cmr,ramu,adult,65,33,9629.744,RKS31027
70449,2021-06-19,cmr,ramu,adult,57,23,5448.304,RKS32028
70327,2020-09-26,cmr,ramu,adult,41,7,611538.048,RKS30097
70413,2021-07-15,cmr,ramu,adult,68,33,2008.84,RKS31906
10593,2018-07-05,swab,ramu,adult,83,71,791.656,RKS26108
70550,2020-07-01,cmr,ramu,adult,64,28,29476.672,RKS29744
70550,2018-08-17,cmr,ramu,adult,59,21,73.624,RKS27615
74976,2020-08-20,cmr,ramu,adult,56,25,94514.16,RKS29969
70550,2016-08-11,cmr,ramu,adult,47,11,5118.008,RKS22732
50783,2020-08-06,cmr,ramu,adult,53,19,1269140.504,RKS30909
52255,2018-07-29,swab,ramu,adult,69,39,605.512,RKS26944
52261,2018-07-29,swab,ramu,adult,76,56,5187.368,RKS26950
50783,2020-06-18,cmr,ramu,adult,49,12,1389.032,RKS28989
72808,2016-08-14,cmr,ramu,adult,58,23,969308.144,RKS23088
50783,2019-08-12,cmr,ramu,adult,50,18,1278.24,RKS28615
72336,2019-08-06,cmr,ramu,adult,50,15,2725.192,RKS28413
50783,2020-08-06,cmr,ramu,adult,58,26,1389992.24,RKS30907
11858,2017-08-01,cmr,ramu,adult,52,14,114.104,RKS23874
70449,2020-06-24,cmr,ramu,adult,65,29,307.824,RKS29791
50783,2019-08-13,cmr,ramu,adult,52,21,560320.616,RKS28819
11858,2017-08-02,cmr,ramu,adult,56,18,1335.472,RKS23950
72808,2018-07-04,cmr,ramu,adult,56,19,47413.568,RKS26407
70550,2019-07-31,cmr,ramu,adult,63,27,4143.856,RKS28502
70550,2017-08-10,cmr,ramu,adult,52,14,2836.128,RKS24397
70550,2018-08-17,cmr,ramu,adult,61,26,377.344,RKS27588
20135,2016-08-14,cmr,ramu,adult,46,11,1370.304,RKS22294
50783,2020-08-06,cmr,ramu,adult,50,17,2556430.432,RKS31074
